FrameCounter,Timestamp,Flags,Region0G
1,1014.595125,1,0.032238551
3,1014.646313,1,0.032222931
5,1014.697518,1,0.032208185
7,1014.748705,1,0.032217682
9,1014.799888,1,0.032219806
11,1014.851094,1,0.03220856
13,1014.90228,1,0.032216807
15,1014.953467,1,0.032225805
17,1015.004654,1,0.032217932
19,1015.055858,1,0.03220856
21,1015.107045,1,0.032211434
23,1015.15823,1,0.032220556
25,1015.209436,1,0.032214433
27,1015.260626,1,0.032217057
29,1015.311808,1,0.032210684
31,1015.363015,1,0.032214933
33,1015.414202,1,0.032216183
35,1015.46539,1,0.032213683
37,1015.516596,1,0.032211309
39,1015.567776,1,0.03220981
41,1015.618965,1,0.032216932
43,1015.670153,1,0.032216557
45,1015.721358,1,0.032199313
47,1015.772543,1,0.032208185
49,1015.823733,1,0.032203686
51,1015.874936,1,0.032212059
53,1015.926122,1,0.032195814
55,1015.977312,1,0.03222593
57,1016.028511,1,0.032206685
59,1016.0797,1,0.032204186
61,1016.130886,1,0.032204436
63,1016.182074,1,0.032215808
65,1016.233278,1,0.032215683
67,1016.284465,1,0.032195939
69,1016.335653,1,0.032210309
71,1016.386857,1,0.032215433
73,1016.438046,1,0.032208935
75,1016.48923,1,0.032192815
77,1016.540433,1,0.03220906
79,1016.59162,1,0.032185692
81,1016.642807,1,0.032206685
83,1016.693995,1,0.032201687
85,1016.7452,1,0.032215933
87,1016.796385,1,0.032205311
89,1016.847575,1,0.03220681
91,1016.898778,1,0.032203686
93,1016.949964,1,0.032221556
95,1017.001152,1,0.03220881
97,1017.052355,1,0.032208685
99,1017.103542,1,0.032232678
101,1017.154727,1,0.03220906
103,1017.205914,1,0.032225805
105,1017.25712,1,0.032213683
107,1017.30831,1,0.032214433
109,1017.359492,1,0.032212434
111,1017.410701,1,0.032211684
113,1017.461886,1,0.032205186
115,1017.513071,1,0.032222181
117,1017.564277,1,0.032204061
119,1017.615462,1,0.032217807
121,1017.666649,1,0.032219307
123,1017.717835,1,0.032227429
125,1017.769041,1,0.032198563
127,1017.820227,1,0.032219432
129,1017.871414,1,0.03219294
131,1017.922617,1,0.032201312
133,1017.973806,1,0.032218182
135,1018.024992,1,0.032230428
137,1018.076198,1,0.032228429
139,1018.127384,1,0.03220931
141,1018.178572,1,0.03222368
143,1018.229756,1,0.032214683
145,1018.280962,1,0.032201687
147,1018.332148,1,0.032199063
149,1018.383337,1,0.032221806
151,1018.434543,1,0.032206311
153,1018.485729,1,0.03222618
155,1018.536914,1,0.032210559
157,1018.588118,1,0.032221181
159,1018.639305,1,0.032212434
161,1018.690493,1,0.032225305
163,1018.741679,1,0.032221306
165,1018.792883,1,0.032225555
167,1018.844069,1,0.032219432
169,1018.895256,1,0.032219307
171,1018.946464,1,0.03220981
173,1018.99765,1,0.032221556
175,1019.048835,1,0.032228304
177,1019.100036,1,0.032204561
179,1019.151226,1,0.032199813
181,1019.202412,1,0.032218182
183,1019.253601,1,0.032210559
185,1019.304805,1,0.032221181
187,1019.35599,1,0.032206685
189,1019.407177,1,0.03220856
191,1019.458382,1,0.032196938
193,1019.509567,1,0.032209934
195,1019.560755,1,0.032200187
197,1019.611961,1,0.032209185
199,1019.663146,1,0.03220656
201,1019.71433,1,0.032205686
203,1019.765519,1,0.032223305
205,1019.816725,1,0.032207935
207,1019.86791,1,0.032203436
209,1019.919098,1,0.032223055
211,1019.970302,1,0.032204311
213,1020.021492,1,0.032219681
215,1020.07266,1,0.032205561
217,1020.123881,1,0.032211684
219,1020.175069,1,0.032212684
221,1020.226253,1,0.032214558
223,1020.277441,1,0.032204311
225,1020.328646,1,0.032215308
227,1020.379835,1,0.032193439
229,1020.431021,1,0.03219169
231,1020.482225,1,0.032225305
233,1020.533411,1,0.032221306
235,1020.584597,1,0.032196938
237,1020.635802,1,0.032218932
239,1020.686989,1,0.032196564
241,1020.738156,1,0.032193439
243,1020.789359,1,0.032184442
245,1020.840567,1,0.032182443
247,1020.891753,1,0.03217457
249,1020.942941,1,0.032184442
